Report generated 27 January 2026 02:19:27 PM

"Information on the Medicine Shortage Reports Database"
"The TGA publishes information about medicines in Australia that are in shortage, may shortly become subject to shortage or have been discontinued from supply. This information is based on details provided to the TGA by sponsors and is published on the TGA’s Medicine Shortage Reports Database."
"More information about medicine shortages is available at https://www.tga.gov.au/hubs/medicine-shortages."
""
"About the release of this information"
"While reasonable care is taken to ensure that the information is an accurate record of medicine shortages or discontinuations of supply that responsible entities have reported to the TGA, the TGA does not guarantee or warrant the accuracy, reliability, completeness or currency of the information (particularly as the Medicine Shortage Reports Database is subject to frequent updates because of the mandatory reporting requirements) or its usefulness in achieving any purpose."
"To the fullest extent permitted by law, including but not limited to section 61A of the Therapeutic Goods Act 1989, the TGA will not be liable for any loss, damage, cost or expense incurred in or arising by reason of any person relying on this information."

"ARTG ID","ARTG name","Active ingredients","Dosage form","Quantity of active ingredients","Sponsor","Phone","Shortage status","Supply impact start date","Supply impact end date","Deletion from market","Shortage impact rating","Availability","Reason","Management action","Last updated"
"61846","SINGULAIR Montelukast (as sodium) 10 mg tablet blister pack","montelukast sodium","Tablet, film coated","10.4 mg","ORGANON PHARMA PTY LTD","1800 023 135","Discontinued",,,"25/09/2025","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Alternative generic products are available.","4/06/2025"
"61937","FRAGMIN dalteparin sodium 18,000 anti-Xa IU/0.72mL  injection syringe","dalteparin sodium","Injection, solution","18000 anti-Xa IU","Pfizer Australia Pty Ltd","1800-675-229","Discontinued",,,"2/02/2026","Medium","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Other strengths are available.","1/12/2025"
"61938","FRAGMIN dalteparin sodium 15,000 anti-Xa IU/0.6mL injection syringe","dalteparin sodium","Injection, solution","15000 anti-Xa IU","Pfizer Australia Pty Ltd","1800-675-229","Discontinued",,,"1/08/2025","Medium","Unavailable","Commercial Changes / Commercial viability","Other strengths are available.","17/07/2025"
"61939","FRAGMIN dalteparin sodium 12,500 anti-Xa IU/0.5mL injection syringe","dalteparin sodium","Injection, solution","12500 anti-Xa IU","Pfizer Australia Pty Ltd","1800-675-229","Discontinued",,,"1/04/2026","Medium","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Other strengths are available","21/03/2025"
"62133","NORIMIN 28 day tablet blister pack","ethinylestradiol~norethisterone","Tablet, uncoated","36 microgram~500 microgram","Pfizer Australia Pty Ltd","1800675229","Current","5/11/2025","30/01/2026",,"Medium","Limited Availability","Manufacturing","The sponsor is working to expedite the next shipment. An unregistered product has been approved for supply under Section 19A. The approval holder, ORSPEC Pharma Pty Ltd, can be contacted for details on supply on 02 4339 4239.","17/11/2025"
"62246","NAVELBINE vinorelbine 10mg/mL (as tartrate) injection vial","vinorelbine tartrate","Injection, concentrated","13.85 mg/mL","Pierre Fabre Australia Pty Ltd","0413804037","Discontinued",,,"4/08/2025","Low","Unavailable","Commercial Changes / Commercial viability","An alternative brand is available.","26/11/2025"
"62248","NAVELBINE vinorelbine 50mg/5mL (as tartrate) injection vial","vinorelbine tartrate","Injection, concentrated","13.85 mg/mL","Pierre Fabre Australia Pty Ltd","0413804037","Discontinued",,,"7/07/2025","Low","Unavailable","Commercial Changes / Commercial viability","An alternative brand is available.","26/11/2025"
"62900","NARAMIG naratriptan (as hydrochloride) 2.5mg tablet blister pack","naratriptan hydrochloride","Tablet, film coated","2.78 mg","Aspen Pharmacare Australia Pty Ltd","1300659646","Current","27/11/2025","20/02/2026",,"Medium","Unavailable","Manufacturing","The sponsor is working to expedite the next shipment.","22/01/2026"
"62910","DOTHEP 75 dosulepin (dothiepin) hydrochloride 75mg tablet blister pack","dosulepin hydrochloride","Tablet, film coated","75 mg","Alphapharm Pty Ltd","1800274276","Resolved","8/10/2025","1/12/2025",,"Low","Available","Manufacturing","","1/12/2025"
"63154","ERYC erythromycin 250mg capsule bottle","erythromycin","Capsule, enteric","250 mg","Mayne Pharma International Pty Ltd","08 8209 2338","Discontinued",,,"27/06/2025","Low","Unavailable","Commercial Changes / Commercial viability","An alternative brand is available.","30/06/2025"
"64240","ACTILYSE alteplase (rch) 10mg powder for injection vial with water for injections 10mL vial","Alteplase","Diluent, not applicable","10 mg","Boehringer Ingelheim Pty Ltd","0288758800","Resolved","3/11/2025","4/12/2025",,"Critical","Available","Unexpected increase in consumer demand","","4/12/2025"
"65526","ZELDOX ziprasidone (as hydrochloride monohydrate) 20mg capsule blister pack","ziprasidone hydrochloride monohydrate","Capsule, hard","22.65 mg","Viatris Pty Ltd","1800 314 527","Anticipated","13/02/2026","27/02/2026",,"Low","Available","Manufacturing","Alternative brands are available.","22/01/2026"
"66484","SIFROL pramipexole dihydrochloride monohydrate 250 microgram tablet blister pack","pramipexole dihydrochloride monohydrate","Tablet, uncoated",".25 mg","Boehringer Ingelheim Pty Ltd","0288758800","Resolved","10/10/2025","22/12/2025",,"Medium","Available","Unexpected increase in demand due to other sponsors unable to supply","","22/12/2025"
"66485","SIFROL pramipexole dihydrochloride monohydrate 1.0 mg tablet blister pack","pramipexole dihydrochloride monohydrate","Tablet, uncoated","1 mg","Boehringer Ingelheim Pty Ltd","0288758800","Resolved","15/11/2025","14/12/2025",,"Medium","Available","Unexpected increase in demand due to other sponsors unable to supply","","16/12/2025"
"66684","HEPARINISED SALINE 50IU/5mL (porcine mucous) injection ampoule","heparin sodium","Injection, solution","10 IU/mL","Pfizer Australia Pty Ltd","1800-675-229","Current","23/09/2024","30/04/2026",,"Critical","Unavailable","Manufacturing","An unregistered product has been approved for supply under Section 19A. The approval holder, ORSPEC Pharma Pty Ltd, can be contacted for details on supply on 02 4339 4239.","4/12/2025"
"67090","ESTRADERM MX 100 estradiol 100 microgram/24 hours transdermal drug delivery system sachet","estradiol hemihydrate","Drug delivery system, transdermal","3.09 mg","Juno Pharmaceuticals Pty Ltd","0388881288","Current","11/09/2025","13/02/2026",,"Low","Unavailable","Unexpected increase in demand due to other sponsors unable to supply","The sponsor is working to expedite the next shipment. Overseas-registered products have been approved for supply under Section 19A. See the website: https://www.tga.gov.au/ws-s19a-index and search for the active ingredient.","15/01/2026"
"67238","SIFROL pramipexole dihydrochloride monohydrate 125 microgram tablet blister pack","pramipexole dihydrochloride monohydrate","Tablet, uncoated",".125 mg","Boehringer Ingelheim Pty Ltd","0288758800","Resolved","15/11/2025","14/12/2025",,"Medium","Available","Unexpected increase in demand due to other sponsors unable to supply","","16/12/2025"
"68438","LYMPH-FLO Kit for preparation of Technetium [99mTc] Colloidal Antimony Sulphide Injection, composite pack","antimony trisulfide","Injection, solution","1.1 mg/mL","Royal Adelaide Hospital Radiopharmacy","08 7074 0679","Current","7/11/2016","30/06/2026",,"Medium","Unavailable","Commercial Changes / Commercial viability","An unregistered product has been approved for supply under Section 19A. Please contact the approval holder for details on supply, Global Medical Solutions Australia Pty Limited T/A Radpharm Scientific on 02 9503 8100","25/06/2025"
"68922","VASOCARDOL CD diltiazem hydrochloride 180mg capsule bottle","diltiazem hydrochloride","Capsule, modified release","180 mg","Sanofi-Aventis Australia Pty Ltd","1800818806","Current","10/12/2025","31/03/2026",,"Low","Limited Availability","Manufacturing","The sponsor is working to expedite the next shipment.","8/01/2026"
"68953","ALDACTONE spironolactone 25mg tablet blister pack","spironolactone","Tablet, film coated","25 mg","Pfizer Australia Pty Ltd","1800 675 229","Resolved","2/12/2025","2/12/2025",,"Low","Available","Unexpected increase in demand due to other sponsors unable to supply","","3/12/2025"
"68954","ALDACTONE spironolactone 100mg tablet blister pack","spironolactone","Tablet, film coated","100 mg","Pfizer Australia Pty Ltd","1800 675 229","Current","22/09/2025","31/03/2026",,"Low","Limited Availability","Manufacturing","An alternative brand is available.","23/09/2025"
"69482","HYDOPA methyldopa (as sesquihydrate) 250mg tablet bottle","methyldopa sesquihydrate","Tablet, film coated","283 mg","Alphapharm Pty Ltd","1800274276","Resolved","28/10/2025","2/12/2025",,"Low","Available","Manufacturing","","2/12/2025"
"71849","RISPERDAL risperidone 0.5 mg tablet blister pack","risperidone","Tablet, film coated",".5 mg","Janssen-Cilag Pty Ltd","1800226334","Discontinued",,,"15/12/2025","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Alternative generic products are available.","31/07/2025"
"72214","Pfizer (Australia) MIDAZOLAM INJECTION midazolam 5mg/5mL injection ampoule","midazolam","Injection, solution","1 mg/mL","Pfizer Australia Pty Ltd","1800-675-229","Resolved","6/05/2025","16/12/2025",,"Low","Available","Manufacturing","","17/12/2025"
"72873","NAROPIN 0.2% WITH FENTANYL 400 microgram/200mL ropivacaine hydrochloride 2 mg/mL and fentanyl 2 microgram/mL (as citrate) 200mL injection bag","ropivacaine hydrochloride~fentanyl citrate","Injection, solution","2 mg/mL~3.14 microgram/mL","Aspen Pharmacare Australia Pty Ltd","1300","Discontinued",,,"1/05/2025","Medium","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Alternative presentations of the active ingredients are available.","4/04/2025"
"72874","NAROPIN 0.2% WITH FENTANYL 200 microgram/100mL ropivacaine hydrochloride 2mg/mL and fentanyl 2 microgram/mL (as citrate) 100mL injection bag","ropivacaine hydrochloride~fentanyl citrate","Injection, solution","2 mg/mL~3.14 microgram/mL","Aspen Pharmacare Australia Pty Ltd","1300659646","Discontinued",,,"20/03/2025","Medium","Unavailable","Commercial Changes / Commercial viability","Alternative presentations of the active ingredients are available.","4/04/2025"
"72875","NAROPIN 0.2% WITH FENTANYL 800 microgram/200mL ropivacaine hydrochloride 2 mg/mL and fentanyl 4 microgram/mL (as citrate) 200mL injection bag","ropivacaine hydrochloride~fentanyl citrate","Injection, solution","2 mg/mL~6.28 microgram/mL","Aspen Pharmacare Australia Pty Ltd","1300659646","Discontinued",,,"6/02/2025","Medium","Unavailable","Commercial Changes / Commercial viability","Alternative presentations of the active ingredients are available.","4/04/2025"
"72876","NAROPIN 0.2% WITH FENTANYL 400 microgram/100mL ropivacaine hydrochloride 2 mg/mL and fentanyl 4 microgram/mL (as citrate) 100ml injection bag","fentanyl citrate~ropivacaine hydrochloride","Injection, solution","6.28 microgram/mL~2 mg/mL","Aspen Pharmacare Australia Pty Ltd","1300659646","Discontinued",,,"6/02/2025","Medium","Unavailable","Commercial Changes / Commercial viability","Alternative presentations of the active ingredients are available.","4/04/2025"
"73172","TOBI tobramycin 300mg/5mL solution for inhalation ampoule","tobramycin","Inhalation, conventional","60 mg/mL","Viatris Pty Ltd","1800 314 527","Discontinued",,,"30/01/2026","Medium","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","An alternative  brand is available.","22/08/2025"
"73173","DBL DESFERRIOXAMINE MESYLATE FOR INJECTION BP 2g/vial","desferrioxamine mesilate","Injection, powder for","2 g","Pfizer Australia Pty Ltd","1800-675-229","Current","5/01/2026","11/02/2026",,"Critical","Limited Availability","Manufacturing","The sponsor is closely controlling the supply.","22/01/2026"
"73359","RENITEC PLUS 20/6 tablet blister pack","hydrochlorothiazide~enalapril maleate","Tablet, uncoated","6 mg~20 mg","ORGANON PHARMA PTY LTD","0279065701","Resolved","15/12/2025","15/12/2025",,"Low","Available","Manufacturing","","17/12/2025"
"73388","ZYPREXA ZYDIS olanzapine 5mg wafer blister pack","olanzapine","Wafer","5 mg","Pharmaco Australia Ltd","1800201564","Current","26/09/2025","30/01/2026",,"Low","Unavailable","Transport / Logistic issues / Storage capacity issues","Alternative generic products are available.","17/12/2025"
"73522","KEFLEX cefalexin 250mg capsule blister pack","cefalexin monohydrate","Capsule, hard","250 mg","Aspen Pharmacare Australia Pty Ltd","1300659646","Discontinued",,,"3/08/2026","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Alternative generic products are available.","5/01/2026"
"73524","IBILEX 250 cefalexin 250mg capsule blister pack","cefalexin monohydrate","Capsule, hard","263 mg","Alphapharm Pty Ltd","1800274276","Discontinued",,,"5/05/2026","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","This product is being replaced by CEFALEXIN VIATRIS cefalexin 250mg capsule blister pack (ARTG 493733)","17/12/2025"
"73580","OPTIRAY 320 ULTRAJECT ioversol 50.8g/75mL injection syringe","ioversol","Injection, solution","678 mg/mL","Guerbet Australia Pty Ltd","0280753007","Discontinued",,,"29/01/2025","Medium","Unavailable","Manufacturing","OPTIRAY 320 ULTRAJECT ioversol 50.8g/75mL injection syringe (AUST R: 73580) has been in long term shortage since 2022. The sponsor has made the commercial decision to discontinue this product. For further information, contact Guerbet Australia Pty Ltd on 02 8075 3007.","11/02/2025"
"73806","DIAFORMIN 500 metformin hydrochloride 500 mg tablet blister pack","metformin hydrochloride","Tablet, film coated","500 mg","Alphapharm Pty Ltd","1800274276","Discontinued",,,"11/05/2026","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","This product is being replaced by DIAFORMIN VIATRIS metformin hydrochloride 500mg film-coated tablet blister pack (ARTG 206740)","17/12/2025"
"73858","APO-PRAZOSIN prazosin (as hydrochloride) 1mg tablet blister pack","prazosin hydrochloride","Tablet, uncoated","1.1 mg","Arrotex Pharmaceuticals Pty Ltd","1800195055","Current","6/10/2023","29/05/2026",,"Medium","Unavailable","Manufacturing","Overseas registered products have been approved for supply under Section 19A. See the website and search for the active ingredient: https://www.tga.gov.au/resources/section-19a-approvals","24/10/2025"
"73862","APO-PRAZOSIN prazosin (as hydrochloride) 2mg tablet blister pack","prazosin hydrochloride","Tablet, uncoated","2.2 mg","Arrotex Pharmaceuticals Pty Ltd","1800195055","Current","15/09/2023","29/05/2026",,"Medium","Unavailable","Manufacturing","Overseas registered products have been approved for supply under Section 19A. See the website and search for the active ingredient: https://www.tga.gov.au/resources/section-19a-approvals","24/10/2025"
"73866","APO-PRAZOSIN prazosin (as hydrochloride) 5mg tablet blister pack","prazosin hydrochloride","Tablet, uncoated","5.5 mg","Arrotex Pharmaceuticals Pty Ltd","1800195055","Current","13/07/2023","29/05/2026",,"Medium","Unavailable","Manufacturing","Overseas registered products have been approved for supply under Section 19A. See the website and search for the active ingredient: https://www.tga.gov.au/resources/section-19a-approvals","24/10/2025"
"73920","VALTREX valaciclovir 1000mg (as hydrochloride) tablet blister pack","valaciclovir hydrochloride","Tablet, film coated","1112 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Resolved","10/10/2025","27/11/2025",,"Low","Available","Manufacturing","","28/11/2025"
"75106","PAMISOL pamidronate disodium 15mg/5mL injection vial","pamidronate disodium","Injection, concentrated","3 mg","Pfizer Australia Pty Ltd","1800-675-229","Discontinued",,,"1/02/2026","Medium","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Other strengths are available.","30/10/2025"
"75251","CARDIZEM CD diltiazem hydrochloride 360mg capsule bottle.","diltiazem hydrochloride","Capsule, modified release","360 mg","Sanofi-Aventis Australia Pty Ltd","1800818806","Current","7/11/2025","2/03/2026",,"Low","Unavailable","Manufacturing","The sponsor is working to expedite the next shipment.","16/12/2025"
